facility_name,facility_id,state,condition,measure_id,score,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,readmit_rate_calc,delta_pred_exp,ratio_pred_exp,risk_band,high_risk,low_risk,volume_band,score_z_condition,score_z_state,start_date,end_date,period_days,period_years,footnote
CULLMAN REGIONAL MEDICAL CENTER,010035,AL,Acute MI,READM-30-AMI-HRRP,12.4436,12.4436,12.4695,,,,-0.025900000000000034,0.9979229319539676,Low,1,0,,-0.551126173125833,-0.48490749091034907,2020-07-01,2023-06-30,1094,2.9952087611225187,
CULLMAN REGIONAL MEDICAL CENTER,010035,AL,Pneumonia,READM-30-PN-HRRP,15.5805,15.5805,14.888,417.0,68.0,0.1630695443645084,0.6925000000000008,1.0465139709833424,Moderate,1,0,High Volume,-0.2034170472015216,0.19735200570601025,2020-07-01,2023-06-30,1094,2.9952087611225187,
CULLMAN REGIONAL MEDICAL CENTER,010035,AL,COPD,READM-30-COPD-HRRP,18.5561,18.5561,17.7427,120.0,25.0,0.20833333333333334,0.8134000000000015,1.0458442063496538,Elevated,1,0,Low Volume,0.1178032790177018,0.8445295880744754,2020-07-01,2023-06-30,1094,2.9952087611225187,
ANDALUSIA HEALTH,010036,AL,Pneumonia,READM-30-PN-HRRP,16.0281,16.0281,15.8097,144.0,24.0,0.16666666666666666,0.21839999999999904,1.0138143038767338,Moderate,1,0,Medium Volume,0.028309205740538218,0.2947026865327758,2020-07-01,2023-06-30,1094,2.9952087611225187,
ANDALUSIA HEALTH,010036,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
ANDALUSIA HEALTH,010036,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.9589,5.9589,4.9522,,,,1.0066999999999995,1.203283389200759,Low,1,0,,0.7792226511333401,-1.8952961413958935,2020-07-01,2023-06-30,1094,2.9952087611225187,
ANDALUSIA HEALTH,010036,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
ANDALUSIA HEALTH,010036,AL,Heart Failure,READM-30-HF-HRRP,22.0685,22.0685,21.4955,159.0,37.0,0.23270440251572327,0.5730000000000004,1.0266567421088135,High,1,0,Medium Volume,1.3297922977440373,1.6084583890930924,2020-07-01,2023-06-30,1094,2.9952087611225187,
ANDALUSIA HEALTH,010036,AL,COPD,READM-30-COPD-HRRP,20.3127,20.3127,21.0259,,,,-0.7132000000000005,0.9660799299911061,High,1,0,,0.9429882493157444,1.226580986511243,2020-07-01,2023-06-30,1094,2.9952087611225187,
HUNTSVILLE HOSPITAL,010039,AL,CABG,READM-30-CABG-HRRP,8.4711,8.4711,9.7862,267.0,18.0,0.06741573033707865,-1.3150999999999993,0.8656168890887168,Low,1,0,Medium Volume,-1.4967258162616117,-1.34890565798883,2020-07-01,2023-06-30,1094,2.9952087611225187,
HUNTSVILLE HOSPITAL,010039,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,6.3147,6.3147,4.8727,168.0,14.0,0.08333333333333333,1.4420000000000002,1.2959344921706653,Low,1,0,Medium Volume,1.0818602396761476,-1.8179114849209976,2020-07-01,2023-06-30,1094,2.9952087611225187,
HUNTSVILLE HOSPITAL,010039,AL,Acute MI,READM-30-AMI-HRRP,10.9967,10.9967,11.8866,624.0,65.0,0.10416666666666667,-0.889899999999999,0.925134184712197,Low,1,0,High Volume,-1.2681936443466622,-0.7996007440118855,2020-07-01,2023-06-30,1094,2.9952087611225187,
HUNTSVILLE HOSPITAL,010039,AL,COPD,READM-30-COPD-HRRP,17.3653,17.3653,17.3585,426.0,74.0,0.17370892018779344,0.006800000000001916,1.0003917389175334,Elevated,1,0,High Volume,-0.44159001634317113,0.5855367580286467,2020-07-01,2023-06-30,1094,2.9952087611225187,
HUNTSVILLE HOSPITAL,010039,AL,Pneumonia,READM-30-PN-HRRP,15.0627,15.0627,15.4836,1340.0,200.0,0.14925373134328357,-0.4208999999999996,0.9728163992869876,Moderate,1,0,High Volume,-0.47148642560500553,0.08473318861016671,2020-07-01,2023-06-30,1094,2.9952087611225187,
HUNTSVILLE HOSPITAL,010039,AL,Heart Failure,READM-30-HF-HRRP,19.115,19.115,19.6017,1270.0,241.0,0.18976377952755905,-0.4867000000000026,0.9751705209242054,High,1,0,High Volume,-0.1784204021206338,0.9660874422167437,2020-07-01,2023-06-30,1094,2.9952087611225187,
GADSDEN REGIONAL MEDICAL CENTER,010040,AL,Pneumonia,READM-30-PN-HRRP,16.5879,16.5879,17.0766,235.0,37.0,0.1574468085106383,-0.4886999999999979,0.9713818910087489,Elevated,1,0,Medium Volume,0.3181223344200877,0.41645628601182827,2020-07-01,2023-06-30,1094,2.9952087611225187,
GADSDEN REGIONAL MEDICAL CENTER,010040,AL,Acute MI,READM-30-AMI-HRRP,13.5491,13.5491,13.8013,132.0,17.0,0.12878787878787878,-0.2522000000000002,0.9817263591110982,Moderate,1,0,Low Volume,-0.0032527268374742666,-0.24446696889517977,2020-07-01,2023-06-30,1094,2.9952087611225187,
GADSDEN REGIONAL MEDICAL CENTER,010040,AL,Heart Failure,READM-30-HF-HRRP,21.4155,21.4155,21.8117,235.0,49.0,0.20851063829787234,-0.3961999999999968,0.9818354369443923,High,1,0,Medium Volume,0.996336095607038,1.4664342725160635,2020-07-01,2023-06-30,1094,2.9952087611225187,
GADSDEN REGIONAL MEDICAL CENTER,010040,AL,CABG,READM-30-CABG-HRRP,11.6737,11.6737,10.8319,,,,0.841800000000001,1.0777148976633832,Low,1,0,,0.6723592184516574,-0.6523567517873088,2020-07-01,2023-06-30,1094,2.9952087611225187,
GADSDEN REGIONAL MEDICAL CENTER,010040,AL,COPD,READM-30-COPD-HRRP,18.2568,18.2568,18.4675,97.0,17.0,0.17525773195876287,-0.21070000000000277,0.9885907675646405,Elevated,1,0,Low Volume,-0.022796664970802277,0.7794333888531811,2020-07-01,2023-06-30,1094,2.9952087611225187,
GADSDEN REGIONAL MEDICAL CENTER,010040,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,6.1477,6.1477,6.0027,,,,0.14500000000000046,1.0241557965582155,Low,1,0,,0.9398128049188437,-1.8542331196351842,2020-07-01,2023-06-30,1094,2.9952087611225187,
MARION REGIONAL MEDICAL CENTER,010044,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MARION REGIONAL MEDICAL CENTER,010044,AL,Heart Failure,READM-30-HF-HRRP,17.2586,17.2586,18.0484,,,,-0.7897999999999996,0.956239888300348,Elevated,1,0,,-1.1263960432341498,0.5623300608789239,2020-07-01,2023-06-30,1094,2.9952087611225187,
MARION REGIONAL MEDICAL CENTER,010044,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MARION REGIONAL MEDICAL CENTER,010044,AL,Pneumonia,READM-30-PN-HRRP,14.5598,14.5598,15.339,,,,-0.7792000000000012,0.9492013820979203,Moderate,1,0,,-0.7318419497438852,-0.024644955687824058,2020-07-01,2023-06-30,1094,2.9952087611225187,
MARION REGIONAL MEDICAL CENTER,010044,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MARION REGIONAL MEDICAL CENTER,010044,AL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
FAYETTE MEDICAL CENTER,010045,AL,Heart Failure,READM-30-HF-HRRP,16.3397,16.3397,16.5804,,,,-0.24070000000000036,0.9854828592796313,Elevated,1,0,,-1.5956347938370434,0.36247407202343823,2020-07-01,2023-06-30,1094,2.9952087611225187,
FAYETTE MEDICAL CENTER,010045,AL,Acute MI,READM-30-AMI-HRRP,,,,0.0,,,,,,0,0,Low Volume,,,2020-07-01,2023-06-30,1094,2.9952087611225187,7
FAYETTE MEDICAL CENTER,010045,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
FAYETTE MEDICAL CENTER,010045,AL,Pneumonia,READM-30-PN-HRRP,13.2847,13.2847,13.4426,,,,-0.1578999999999997,0.9882537604332495,Moderate,1,0,,-1.3919718539584105,-0.3019725989456641,2020-07-01,2023-06-30,1094,2.9952087611225187,
FAYETTE MEDICAL CENTER,010045,AL,COPD,READM-30-COPD-HRRP,16.6064,16.6064,15.8337,,,,0.7727000000000004,1.0488009751353127,Elevated,1,0,,-0.7980928479264487,0.4204799401568129,2020-07-01,2023-06-30,1094,2.9952087611225187,
FAYETTE MEDICAL CENTER,010045,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
RIVERVIEW REGIONAL MEDICAL CENTER,010046,AL,Heart Failure,READM-30-HF-HRRP,24.1014,24.1014,22.0606,284.0,75.0,0.2640845070422535,2.040800000000001,1.0925088166233012,High,1,0,High Volume,2.3678981374443557,2.0506036059222543,2020-07-01,2023-06-30,1094,2.9952087611225187,
RIVERVIEW REGIONAL MEDICAL CENTER,010046,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
RIVERVIEW REGIONAL MEDICAL CENTER,010046,AL,COPD,READM-30-COPD-HRRP,19.5145,19.5145,18.6208,103.0,23.0,0.22330097087378642,0.8937000000000026,1.0479947155868707,High,1,0,Low Volume,0.5680237478402257,1.0529766222665502,2020-07-01,2023-06-30,1094,2.9952087611225187,
RIVERVIEW REGIONAL MEDICAL CENTER,010046,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
RIVERVIEW REGIONAL MEDICAL CENTER,010046,AL,Acute MI,READM-30-AMI-HRRP,14.4405,14.4405,14.9503,,,,-0.5098000000000003,0.965900349825756,Moderate,1,0,,0.4385151519698019,-0.05059208755250926,2020-07-01,2023-06-30,1094,2.9952087611225187,
RIVERVIEW REGIONAL MEDICAL CENTER,010046,AL,Pneumonia,READM-30-PN-HRRP,18.7699,18.7699,17.2133,277.0,58.0,0.20938628158844766,1.5565999999999995,1.090430074419199,High,1,0,Medium Volume,1.4477619320956387,0.89102998030138,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER ENTERPRISE,010049,AL,Heart Failure,READM-30-HF-HRRP,18.698,18.698,18.1807,102.0,21.0,0.20588235294117646,0.5172999999999988,1.0284532498748673,High,1,0,Low Volume,-0.3913625710197584,0.8753921028406015,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER ENTERPRISE,010049,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,3.7537,3.7537,4.2178,,,,-0.4641000000000006,0.8899663331594669,Low,1,0,,-1.0964839544164031,-2.374915715478075,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER ENTERPRISE,010049,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MEDICAL CENTER ENTERPRISE,010049,AL,Pneumonia,READM-30-PN-HRRP,15.1301,15.1301,14.4573,152.0,26.0,0.17105263157894737,0.6728000000000005,1.0465370435696846,Moderate,1,0,Medium Volume,-0.43659288349532027,0.09939233938703028,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER ENTERPRISE,010049,AL,COPD,READM-30-COPD-HRRP,17.6314,17.6314,16.8909,59.0,13.0,0.22033898305084745,0.7405000000000008,1.0438401742950347,Elevated,1,0,Low Volume,-0.3165861904315762,0.6434121292708322,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER ENTERPRISE,010049,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
GREENE COUNTY HOSPITAL,010051,AL,Pneumonia,READM-30-PN-HRRP,,,,0.0,,,,,,0,0,Low Volume,,,2020-07-01,2023-06-30,1094,2.9952087611225187,7
GREENE COUNTY HOSPITAL,010051,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
GREENE COUNTY HOSPITAL,010051,AL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
GREENE COUNTY HOSPITAL,010051,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
GREENE COUNTY HOSPITAL,010051,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
GREENE COUNTY HOSPITAL,010051,AL,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,Pneumonia,READM-30-PN-HRRP,16.5639,16.5639,15.8735,,,,0.6904000000000003,1.0434938734368602,Elevated,1,0,,0.305697334262336,0.41123641036428027,2020-07-01,2023-06-30,1094,2.9952087611225187,
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,Acute MI,READM-30-AMI-HRRP,,,,0.0,,,,,,0,0,Low Volume,,,2020-07-01,2023-06-30,1094,2.9952087611225187,7
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
FLOWERS HOSPITAL,010055,AL,Pneumonia,READM-30-PN-HRRP,15.402,15.402,15.3965,305.0,47.0,0.1540983606557377,0.005499999999999616,1.0003572240444256,Moderate,1,0,High Volume,-0.2958279858747973,0.15852918057737334,2020-07-01,2023-06-30,1094,2.9952087611225187,
FLOWERS HOSPITAL,010055,AL,CABG,READM-30-CABG-HRRP,12.6626,12.6626,10.7725,84.0,16.0,0.19047619047619047,1.8900999999999986,1.175456022278951,Moderate,1,0,Low Volume,1.3421300892528658,-0.4372761256264757,2020-07-01,2023-06-30,1094,2.9952087611225187,
FLOWERS HOSPITAL,010055,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.6766,5.6766,4.4937,,,,1.1829,1.263235195940984,Low,1,0,,0.5391029455525796,-1.9566949287001745,2020-07-01,2023-06-30,1094,2.9952087611225187,
FLOWERS HOSPITAL,010055,AL,COPD,READM-30-COPD-HRRP,18.4986,18.4986,19.5012,126.0,20.0,0.15873015873015872,-1.002600000000001,0.9485877792135868,Elevated,1,0,Low Volume,0.09079192993872064,0.8320236360022253,2020-07-01,2023-06-30,1094,2.9952087611225187,
FLOWERS HOSPITAL,010055,AL,Heart Failure,READM-30-HF-HRRP,18.3209,18.3209,19.0039,325.0,57.0,0.1753846153846154,-0.6829999999999998,0.9640600087350492,Elevated,1,0,High Volume,-0.5839296978587512,0.7933748067285075,2020-07-01,2023-06-30,1094,2.9952087611225187,
FLOWERS HOSPITAL,010055,AL,Acute MI,READM-30-AMI-HRRP,12.9663,12.9663,11.9315,263.0,38.0,0.1444866920152091,1.0348000000000006,1.0867284079956419,Moderate,1,0,Medium Volume,-0.2920818941797222,-0.37122294920313137,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST VINCENT'S BIRMINGHAM,010056,AL,Acute MI,READM-30-AMI-HRRP,12.6646,12.6646,12.3975,150.0,20.0,0.13333333333333333,0.2670999999999992,1.0215446662633594,Moderate,1,0,Medium Volume,-0.44160104275068385,-0.43684113598917995,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST VINCENT'S BIRMINGHAM,010056,AL,Pneumonia,READM-30-PN-HRRP,16.1856,16.1856,15.608,405.0,68.0,0.16790123456790124,0.5776000000000003,1.0370066632496155,Elevated,1,0,High Volume,0.10984826927578209,0.3289581204698086,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST VINCENT'S BIRMINGHAM,010056,AL,CABG,READM-30-CABG-HRRP,12.3784,12.3784,10.9421,96.0,16.0,0.16666666666666666,1.4362999999999992,1.1312636514014676,Low,1,0,Low Volume,1.1496446190519316,-0.49908815308618737,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST VINCENT'S BIRMINGHAM,010056,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.3789,4.3789,4.7531,,,,-0.3742000000000001,0.9212724327281142,Low,1,0,,-0.5646991866902561,-2.2389379548594555,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST VINCENT'S BIRMINGHAM,010056,AL,COPD,READM-30-COPD-HRRP,16.3394,16.3394,16.7206,82.0,12.0,0.14634146341463414,-0.38119999999999976,0.9772017750559191,Elevated,1,0,Low Volume,-0.9235194601714545,0.36240882357784404,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST VINCENT'S BIRMINGHAM,010056,AL,Heart Failure,READM-30-HF-HRRP,18.6041,18.6041,19.605,439.0,78.0,0.1776765375854214,-1.0009000000000015,0.9489466972711043,Elevated,1,0,High Volume,-0.4393128579733032,0.8549693393695705,2020-07-01,2023-06-30,1094,2.9952087611225187,
BIBB MEDICAL CENTER,010058,AL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
BIBB MEDICAL CENTER,010058,AL,Pneumonia,READM-30-PN-HRRP,13.8224,13.8224,14.7021,,,,-0.8796999999999997,0.9401650104406853,Moderate,1,0,,-1.113600079590792,-0.1850256349587293,2020-07-01,2023-06-30,1094,2.9952087611225187,
BIBB MEDICAL CENTER,010058,AL,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
BIBB MEDICAL CENTER,010058,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
BIBB MEDICAL CENTER,010058,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
BIBB MEDICAL CENTER,010058,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LAWRENCE MEDICAL CENTER,010059,AL,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
LAWRENCE MEDICAL CENTER,010059,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LAWRENCE MEDICAL CENTER,010059,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LAWRENCE MEDICAL CENTER,010059,AL,Pneumonia,READM-30-PN-HRRP,16.8082,16.8082,17.1996,,,,-0.39140000000000086,0.9772436568292285,Elevated,1,0,,0.4321734817014452,0.4643703945599435,2020-07-01,2023-06-30,1094,2.9952087611225187,
LAWRENCE MEDICAL CENTER,010059,AL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
LAWRENCE MEDICAL CENTER,010059,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
HIGHLANDS MEDICAL CENTER,010061,AL,Pneumonia,READM-30-PN-HRRP,15.0548,15.0548,15.5882,115.0,15.0,0.13043478260869565,-0.5334000000000003,0.9657818093173041,Moderate,1,0,Low Volume,-0.475576321490265,0.08301497954284905,2020-07-01,2023-06-30,1094,2.9952087611225187,
HIGHLANDS MEDICAL CENTER,010061,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
HIGHLANDS MEDICAL CENTER,010061,AL,Heart Failure,READM-30-HF-HRRP,16.5564,16.5564,17.6268,,,,-1.0703999999999994,0.9392742868813398,Elevated,1,0,,-1.484976357385148,0.40960519922442157,2020-07-01,2023-06-30,1094,2.9952087611225187,
HIGHLANDS MEDICAL CENTER,010061,AL,COPD,READM-30-COPD-HRRP,17.373,17.373,17.4086,,,,-0.035599999999998744,0.9979550337189665,Elevated,1,0,,-0.4379728443795512,0.5872114681322349,2020-07-01,2023-06-30,1094,2.9952087611225187,
HIGHLANDS MEDICAL CENTER,010061,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
HIGHLANDS MEDICAL CENTER,010061,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
WIREGRASS MEDICAL CENTER,010062,AL,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
WIREGRASS MEDICAL CENTER,010062,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
WIREGRASS MEDICAL CENTER,010062,AL,Pneumonia,READM-30-PN-HRRP,15.5356,15.5356,15.9792,,,,-0.4436,0.9722389105837589,Moderate,1,0,,-0.22666215166331463,0.1875864883487229,2020-07-01,2023-06-30,1094,2.9952087611225187,
WIREGRASS MEDICAL CENTER,010062,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
WIREGRASS MEDICAL CENTER,010062,AL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
WIREGRASS MEDICAL CENTER,010062,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
RUSSELL MEDICAL CENTER,010065,AL,Pneumonia,READM-30-PN-HRRP,14.6363,14.6363,15.7145,,,,-1.078199999999999,0.9313882083426136,Moderate,1,0,,-0.6922372617410525,-0.008006602061265277,2020-07-01,2023-06-30,1094,2.9952087611225187,
RUSSELL MEDICAL CENTER,010065,AL,Acute MI,READM-30-AMI-HRRP,13.3263,13.3263,13.1753,,,,0.1509999999999998,1.0114608396013753,Moderate,1,0,,-0.11366991709803158,-0.29292481448991486,2020-07-01,2023-06-30,1094,2.9952087611225187,
RUSSELL MEDICAL CENTER,010065,AL,COPD,READM-30-COPD-HRRP,15.2603,15.2603,15.2076,,,,0.05270000000000152,1.0034653725768696,Moderate,1,0,,-1.4304402739302036,0.12771016477497704,2020-07-01,2023-06-30,1094,2.9952087611225187,
RUSSELL MEDICAL CENTER,010065,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
RUSSELL MEDICAL CENTER,010065,AL,Heart Failure,READM-30-HF-HRRP,18.9587,18.9587,19.74,94.0,15.0,0.1595744680851064,-0.7812999999999981,0.9604204660587641,High,1,0,Low Volume,-0.25823541650656406,0.9320930020620892,2020-07-01,2023-06-30,1094,2.9952087611225187,
RUSSELL MEDICAL CENTER,010065,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.7981,5.7981,6.7918,,,,-0.9937000000000005,0.8536912158779705,Low,1,0,,0.642448833714331,-1.9302693082344635,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER BARBOUR,010069,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MEDICAL CENTER BARBOUR,010069,AL,Heart Failure,READM-30-HF-HRRP,18.5654,18.5654,18.1084,,,,0.45700000000000074,1.0252369066289677,Elevated,1,0,,-0.4590751168135811,0.8465522898879001,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER BARBOUR,010069,AL,Pneumonia,READM-30-PN-HRRP,11.7933,11.7933,12.5023,,,,-0.7089999999999996,0.943290434560041,Low,1,0,,-2.1640820720946703,-0.6263443714770289,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER BARBOUR,010069,AL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MEDICAL CENTER BARBOUR,010069,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MEDICAL CENTER BARBOUR,010069,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
CLAY COUNTY HOSPITAL,010073,AL,Pneumonia,READM-30-PN-HRRP,12.9448,12.9448,13.3516,,,,-0.4067999999999987,0.9695317415141257,Moderate,1,0,,-1.5679409186925628,-0.3758990878040595,2020-07-01,2023-06-30,1094,2.9952087611225187,
CLAY COUNTY HOSPITAL,010073,AL,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
CLAY COUNTY HOSPITAL,010073,AL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
CLAY COUNTY HOSPITAL,010073,AL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
CLAY COUNTY HOSPITAL,010073,AL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
CLAY COUNTY HOSPITAL,010073,AL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,Heart Failure,READM-30-HF-HRRP,20.7547,20.7547,20.0534,311.0,67.0,0.21543408360128619,0.7012999999999998,1.034971625759223,High,1,0,High Volume,0.6588968025409886,1.322713696353581,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,Acute MI,READM-30-AMI-HRRP,17.0661,17.0661,14.9585,196.0,40.0,0.20408163265306123,2.107599999999998,1.1408964802620583,Elevated,1,0,Medium Volume,1.7397331714856001,0.5204623082892171,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,Pneumonia,READM-30-PN-HRRP,16.0961,16.0961,16.6898,270.0,41.0,0.15185185185185185,-0.5937000000000019,0.9644273748037723,Elevated,1,0,Medium Volume,0.0635133728541675,0.3094923342008281,2020-07-01,2023-06-30,1094,2.9952087611225187,
